"Category","Year","Unit","Fleet","Estimate..metric.tonnes.","SD..log.","SD..natural."
"GADUS MORHUA_Adu",1990,1,"All_areas",149.454039159981,0.549411215048178,82.1117252487433
"GADUS MORHUA_Adu",1991,1,"All_areas",68.7874761442359,0.502534959042636,34.5681115067899
"GADUS MORHUA_Adu",1992,1,"All_areas",136.817966459758,0.49097264792409,67.1738792763367
"GADUS MORHUA_Adu",1993,1,"All_areas",172.17032681366,0.473862265131034,81.5850210522711
"GADUS MORHUA_Adu",1994,1,"All_areas",131.067701846056,0.503839531334288,66.0370894711793
"GADUS MORHUA_Adu",1995,1,"All_areas",132.33407376859,0.471705751913872,62.4227437708389
"GADUS MORHUA_Adu",1996,1,"All_areas",148.794195877028,0.494085552893343,73.5170625372217
"GADUS MORHUA_Adu",1997,1,"All_areas",161.564913818189,0.469892096642253,75.9180760978535
"GADUS MORHUA_Adu",1998,1,"All_areas",131.032661841967,0.511738885607636,67.0545083492104
"GADUS MORHUA_Adu",1999,1,"All_areas",58.7535955651031,0.590709397557208,34.706301040582
"GADUS MORHUA_Adu",2000,1,"All_areas",24.9862450513675,0.689112534390548,17.2183346522512
"GADUS MORHUA_Adu",2001,1,"All_areas",39.8878681335724,0.546713211501834,21.807224487267
"GADUS MORHUA_Adu",2002,1,"All_areas",78.3806286322064,0.553550433416915,43.3876309508481
"GADUS MORHUA_Adu",2003,1,"All_areas",67.4580345166973,0.600773068765037,40.5269704094541
"GADUS MORHUA_Adu",2004,1,"All_areas",61.2104891496629,0.612929273214774,37.5177006276237
"GADUS MORHUA_Adu",2005,1,"All_areas",63.2077213738547,0.590337167792392,37.3138672184519
"GADUS MORHUA_Adu",2006,1,"All_areas",53.0483421899364,0.646610894079049,34.3016359728462
"GADUS MORHUA_Adu",2007,1,"All_areas",79.8584001541268,0.571420359938564,45.6327157601891
"GADUS MORHUA_Adu",2008,1,"All_areas",86.8754858072108,0.613255701835369,53.2768870209896
"GADUS MORHUA_Adu",2009,1,"All_areas",39.3540912360867,0.668512627483281,26.308706934453
"GADUS MORHUA_Adu",2010,1,"All_areas",53.762812614791,0.52425876467834,28.1856257270633
"GADUS MORHUA_Adu",2011,1,"All_areas",129.124024040287,0.491290123275902,63.437357688633
"GADUS MORHUA_Adu",2012,1,"All_areas",178.186198846572,0.611940371259048,109.039328675409
"GADUS MORHUA_Adu",2013,1,"All_areas",201.178550342369,0.58071663848703,116.827731490514
