"Category","Year","Unit","Fleet","Estimate..metric.tonnes.","SD..log.","SD..natural."
"GADUS MORHUA_Adu",1990,1,"All_areas",2578.61571119437,0.543543941078916,1401.5909461906
"GADUS MORHUA_Adu",1991,1,"All_areas",1238.22775067041,0.499495035153726,618.488613849438
"GADUS MORHUA_Adu",1992,1,"All_areas",2440.91828200472,0.48645106331118,1187.3872937369
"GADUS MORHUA_Adu",1993,1,"All_areas",2983.56454601859,0.470271252566694,1403.08463616974
"GADUS MORHUA_Adu",1994,1,"All_areas",2321.54071749412,0.505226691474876,1172.90433582376
"GADUS MORHUA_Adu",1995,1,"All_areas",2530.83066513499,0.470672515412308,1191.19243524169
"GADUS MORHUA_Adu",1996,1,"All_areas",2683.98425495671,0.494504982637112,1327.24358739565
"GADUS MORHUA_Adu",1997,1,"All_areas",2849.66993307976,0.468195280100052,1334.20201251098
"GADUS MORHUA_Adu",1998,1,"All_areas",2339.14591985617,0.509714189483162,1192.29586662233
"GADUS MORHUA_Adu",1999,1,"All_areas",1068.34910701302,0.586038441048627,626.093645169604
"GADUS MORHUA_Adu",2000,1,"All_areas",465.236761023525,0.688259026029049,320.20340001496
"GADUS MORHUA_Adu",2001,1,"All_areas",736.293470851521,0.545092928233461,401.348364065634
"GADUS MORHUA_Adu",2002,1,"All_areas",1502.57313764935,0.548616318008195,824.336142315206
"GADUS MORHUA_Adu",2003,1,"All_areas",1339.17703703452,0.594249345635141,795.805077947368
"GADUS MORHUA_Adu",2004,1,"All_areas",1254.13868660274,0.610351578717272,765.465527298388
"GADUS MORHUA_Adu",2005,1,"All_areas",1186.04074827515,0.583784262953794,692.391924064976
"GADUS MORHUA_Adu",2006,1,"All_areas",986.442327504235,0.650204354582192,641.389096887447
"GADUS MORHUA_Adu",2007,1,"All_areas",1571.76221360418,0.568138865011224,892.979200104605
"GADUS MORHUA_Adu",2008,1,"All_areas",1688.56861734793,0.603986056594489,1019.87190048119
"GADUS MORHUA_Adu",2009,1,"All_areas",736.918441849912,0.660964802576141,487.077152432044
"GADUS MORHUA_Adu",2010,1,"All_areas",1043.63129597178,0.522206419943728,544.990962810658
"GADUS MORHUA_Adu",2011,1,"All_areas",2459.9582132212,0.491965632423094,1210.21489810175
"GADUS MORHUA_Adu",2012,1,"All_areas",3422.87202791056,0.61553245203479,2106.88881234108
"GADUS MORHUA_Adu",2013,1,"All_areas",3619.08367423336,0.578445309662885,2093.4419766378
"GADUS MORHUA_Adu",2014,1,"All_areas",2673.17177421992,0.661122559447202,1767.2941652143
"GADUS MORHUA_Adu",2015,1,"All_areas",964.107657978019,0.609820730493894,587.932836262912
"GADUS MORHUA_Juv",1990,1,"All_areas",5.76518162194698,1.37422402515214,7.92265109424516
"GADUS MORHUA_Juv",1991,1,"All_areas",3.46839780522241,1.06475489942764,3.69299355627465
"GADUS MORHUA_Juv",1992,1,"All_areas",25.678724854387,1.00203022758627,25.7308585099666
"GADUS MORHUA_Juv",1993,1,"All_areas",3.68392519138528,0.969261855794135,3.57068816760885
"GADUS MORHUA_Juv",1994,1,"All_areas",86.5057401444075,0.793850745710693,68.6726463218934
"GADUS MORHUA_Juv",1995,1,"All_areas",68.4609156844861,0.839600496998212,57.4798188336472
"GADUS MORHUA_Juv",1996,1,"All_areas",15.1164421211039,0.976011001548654,14.7538138144708
"GADUS MORHUA_Juv",1997,1,"All_areas",26.4738607359306,0.870013375398691,23.0326129387018
"GADUS MORHUA_Juv",1998,1,"All_areas",11.2788697475137,1.01655970571671,11.4656445113497
"GADUS MORHUA_Juv",1999,1,"All_areas",4.01820919474303,0.957675436287404,3.8481402436696
"GADUS MORHUA_Juv",2000,1,"All_areas",19.6510447065377,0.924394481034387,18.1653172732834
"GADUS MORHUA_Juv",2001,1,"All_areas",19.414032012469,0.960432454091239,18.6458664095415
"GADUS MORHUA_Juv",2002,1,"All_areas",1.23672433421549,1.27743879878477,1.57983964792813
"GADUS MORHUA_Juv",2003,1,"All_areas",0.438086000653013,1.67278838419553,0.732825173171036
"GADUS MORHUA_Juv",2004,1,"All_areas",10.3365553904117,1.09839640250146,11.3536352550854
"GADUS MORHUA_Juv",2005,1,"All_areas",17.1683737675729,0.964171543985512,16.5532574432011
"GADUS MORHUA_Juv",2006,1,"All_areas",28.5106746055399,0.960250732671533,27.3773961789294
"GADUS MORHUA_Juv",2007,1,"All_areas",25.2004974651437,1.00719846812294,25.3819024428287
"GADUS MORHUA_Juv",2008,1,"All_areas",7.94107085499744,1.10265215431009,8.75623888579199
"GADUS MORHUA_Juv",2009,1,"All_areas",29.0188265775305,0.908355220238373,26.3594026068918
"GADUS MORHUA_Juv",2010,1,"All_areas",175.4261402643,0.758639356336502,133.085174134705
"GADUS MORHUA_Juv",2011,1,"All_areas",17.8003838750938,0.989074299681618,17.6059022153224
"GADUS MORHUA_Juv",2012,1,"All_areas",0.738363237509372,1.70297476429306,1.25741396036018
"GADUS MORHUA_Juv",2013,1,"All_areas",16.0565185828452,0.864240725016442,13.8766972612782
"GADUS MORHUA_Juv",2014,1,"All_areas",125.976583621354,0.812683227199405,102.379056528958
"GADUS MORHUA_Juv",2015,1,"All_areas",3.44948412586167,1.31787460352714,4.54598752474312
"MELANOGRAMMUS AEGLEFINUS_Adu",1990,1,"All_areas",26304.7461848621,0.76850650711124,20215.3686109761
"MELANOGRAMMUS AEGLEFINUS_Adu",1991,1,"All_areas",12708.0506042446,0.64055239215931,8140.17221423044
"MELANOGRAMMUS AEGLEFINUS_Adu",1992,1,"All_areas",17964.4832056481,0.654201279918474,11752.3879062089
"MELANOGRAMMUS AEGLEFINUS_Adu",1993,1,"All_areas",19357.6927663785,0.663931090918052,12852.1740760382
"MELANOGRAMMUS AEGLEFINUS_Adu",1994,1,"All_areas",55359.8256274925,0.46945844371474,25989.137583402
"MELANOGRAMMUS AEGLEFINUS_Adu",1995,1,"All_areas",39721.606856644,0.550137847088939,21852.3592790274
"MELANOGRAMMUS AEGLEFINUS_Adu",1996,1,"All_areas",122888.802198711,0.406515615983938,49956.2171233372
"MELANOGRAMMUS AEGLEFINUS_Adu",1997,1,"All_areas",140889.361288821,0.403315170177752,56822.8167244355
"MELANOGRAMMUS AEGLEFINUS_Adu",1998,1,"All_areas",100503.015769694,0.521791226633679,52441.5918788528
"MELANOGRAMMUS AEGLEFINUS_Adu",1999,1,"All_areas",53828.3959582156,0.551778546518176,29701.3540832291
"MELANOGRAMMUS AEGLEFINUS_Adu",2000,1,"All_areas",17916.0241708285,0.624656176332138,11191.3551536239
"MELANOGRAMMUS AEGLEFINUS_Adu",2001,1,"All_areas",31346.7579806803,0.566890546616296,17770.1807663165
"MELANOGRAMMUS AEGLEFINUS_Adu",2002,1,"All_areas",56801.9257187903,0.490483212173974,27860.3909842198
"MELANOGRAMMUS AEGLEFINUS_Adu",2003,1,"All_areas",129778.519659329,0.39149318293946,50807.405738602
"MELANOGRAMMUS AEGLEFINUS_Adu",2004,1,"All_areas",202482.312641478,0.381988560760272,77345.9271853291
"MELANOGRAMMUS AEGLEFINUS_Adu",2005,1,"All_areas",63068.1546839323,0.493752830400774,31140.0798833454
"MELANOGRAMMUS AEGLEFINUS_Adu",2006,1,"All_areas",85164.5797235031,0.459122786440451,39100.9991486845
"MELANOGRAMMUS AEGLEFINUS_Adu",2007,1,"All_areas",127955.403671991,0.407773451301853,52176.8165680493
"MELANOGRAMMUS AEGLEFINUS_Adu",2008,1,"All_areas",134177.84157502,0.421955675217961,56617.1017410761
"MELANOGRAMMUS AEGLEFINUS_Adu",2009,1,"All_areas",146106.957330174,0.389171079634798,56860.6023263391
"MELANOGRAMMUS AEGLEFINUS_Adu",2010,1,"All_areas",400556.907158231,0.367446132882028,147183.086534478
"MELANOGRAMMUS AEGLEFINUS_Adu",2011,1,"All_areas",686984.204526188,0.349578177972994,240154.68651449
"MELANOGRAMMUS AEGLEFINUS_Adu",2012,1,"All_areas",445671.759316057,0.414064146803295,184536.696775527
"MELANOGRAMMUS AEGLEFINUS_Adu",2013,1,"All_areas",231603.155374688,0.412444697685449,95523.4934015098
"MELANOGRAMMUS AEGLEFINUS_Adu",2014,1,"All_areas",283654.697724204,0.459780565542804,130418.917338508
"MELANOGRAMMUS AEGLEFINUS_Adu",2015,1,"All_areas",417592.928880209,0.374178234766844,156254.184979513
"MELANOGRAMMUS AEGLEFINUS_Juv",1990,1,"All_areas",79.7138942725289,1.05334488850225,83.9662230745768
"MELANOGRAMMUS AEGLEFINUS_Juv",1991,1,"All_areas",1269.36523285408,0.594962201717521,755.224333722531
"MELANOGRAMMUS AEGLEFINUS_Juv",1992,1,"All_areas",1896.17052682645,0.657693821112787,1247.09963926993
"MELANOGRAMMUS AEGLEFINUS_Juv",1993,1,"All_areas",19856.0558642748,0.420521490251337,8349.89820255862
"MELANOGRAMMUS AEGLEFINUS_Juv",1994,1,"All_areas",21979.9762534789,0.340492902563367,7484.02591282085
"MELANOGRAMMUS AEGLEFINUS_Juv",1995,1,"All_areas",26015.794961095,0.388354386675019,10103.3480959791
"MELANOGRAMMUS AEGLEFINUS_Juv",1996,1,"All_areas",52265.6921584639,0.29821457421492,15586.3911330844
"MELANOGRAMMUS AEGLEFINUS_Juv",1997,1,"All_areas",10573.267674315,0.402480435565201,4255.53337890579
"MELANOGRAMMUS AEGLEFINUS_Juv",1998,1,"All_areas",2964.1645180407,0.639286490963306,1894.95033337618
"MELANOGRAMMUS AEGLEFINUS_Juv",1999,1,"All_areas",8443.91763947562,0.505791919265067,4270.86530898652
"MELANOGRAMMUS AEGLEFINUS_Juv",2000,1,"All_areas",14428.5959932025,0.428108599503953,6177.00602345826
"MELANOGRAMMUS AEGLEFINUS_Juv",2001,1,"All_areas",5932.73743301017,0.545847897153459,3238.37225217219
"MELANOGRAMMUS AEGLEFINUS_Juv",2002,1,"All_areas",47426.9098801581,0.328392431718124,15574.6382644215
"MELANOGRAMMUS AEGLEFINUS_Juv",2003,1,"All_areas",61862.5365857162,0.240983118448207,14907.8269815422
"MELANOGRAMMUS AEGLEFINUS_Juv",2004,1,"All_areas",66734.0666554303,0.273587137996742,18257.5823031431
"MELANOGRAMMUS AEGLEFINUS_Juv",2005,1,"All_areas",151976.223543037,0.272629813517329,41433.249483606
"MELANOGRAMMUS AEGLEFINUS_Juv",2006,1,"All_areas",78549.2804712049,0.330319781436049,25946.3811572073
"MELANOGRAMMUS AEGLEFINUS_Juv",2007,1,"All_areas",129720.366384776,0.274710024866668,35635.485075275
"MELANOGRAMMUS AEGLEFINUS_Juv",2008,1,"All_areas",90734.0196900359,0.280137604145955,25418.0108904986
"MELANOGRAMMUS AEGLEFINUS_Juv",2009,1,"All_areas",196823.18857142,0.222461538342159,43785.5893110072
"MELANOGRAMMUS AEGLEFINUS_Juv",2010,1,"All_areas",507119.398441696,0.193442315738657,98098.3507905563
"MELANOGRAMMUS AEGLEFINUS_Juv",2011,1,"All_areas",187499.844164925,0.204453576617626,38335.0137547664
"MELANOGRAMMUS AEGLEFINUS_Juv",2012,1,"All_areas",12027.975492553,0.900411712668689,10830.1300131867
"MELANOGRAMMUS AEGLEFINUS_Juv",2013,1,"All_areas",35564.1325068845,0.459793564138508,16352.1592408349
"MELANOGRAMMUS AEGLEFINUS_Juv",2014,1,"All_areas",361709.156069088,0.27369530087578,98998.0962998533
"MELANOGRAMMUS AEGLEFINUS_Juv",2015,1,"All_areas",287258.860834868,0.310072243132119,89070.9993386451
"MERLANGIUS MERLANGUS_Adu",1990,1,"All_areas",43214.5568812582,0.327053741129174,14133.4824992551
"MERLANGIUS MERLANGUS_Adu",1991,1,"All_areas",31006.694028712,0.276167157467779,8563.03055238258
"MERLANGIUS MERLANGUS_Adu",1992,1,"All_areas",32760.2765666999,0.286859630272007,9397.60082353221
"MERLANGIUS MERLANGUS_Adu",1993,1,"All_areas",40002.3591227772,0.271204746209172,10848.829653661
"MERLANGIUS MERLANGUS_Adu",1994,1,"All_areas",52725.0436898268,0.263246229872436,13879.6689712064
"MERLANGIUS MERLANGUS_Adu",1995,1,"All_areas",111656.229341713,0.278429162903505,31088.350468575
"MERLANGIUS MERLANGUS_Adu",1996,1,"All_areas",79008.2209787198,0.276872338689878,21875.1909181048
"MERLANGIUS MERLANGUS_Adu",1997,1,"All_areas",90184.1500556457,0.243615494189747,21970.2562838885
"MERLANGIUS MERLANGUS_Adu",1998,1,"All_areas",45038.1196444841,0.279868829468325,12604.7658263561
"MERLANGIUS MERLANGUS_Adu",1999,1,"All_areas",27550.0577677872,0.29385354948805,8095.68226366493
"MERLANGIUS MERLANGUS_Adu",2000,1,"All_areas",31475.4361732324,0.323430562294758,10180.1180199814
"MERLANGIUS MERLANGUS_Adu",2001,1,"All_areas",29890.9138151664,0.35917009416313,10735.9223296154
"MERLANGIUS MERLANGUS_Adu",2002,1,"All_areas",49287.9715195543,0.404152294051275,19919.846758762
"MERLANGIUS MERLANGUS_Adu",2003,1,"All_areas",55719.0659988702,0.258685682985047,14413.7246432067
"MERLANGIUS MERLANGUS_Adu",2004,1,"All_areas",107913.174033557,0.297306456872751,32083.2834218094
"MERLANGIUS MERLANGUS_Adu",2005,1,"All_areas",37997.2851457231,0.321852034269554,12229.5035208713
"MERLANGIUS MERLANGUS_Adu",2006,1,"All_areas",12991.5281293056,0.409102232962,5314.86316728756
