"Category","Year","Unit","Fleet","Estimate..metric.tonnes.","SD..log.","SD..natural."
"GADUS MORHUA",1990,1,"All_areas",3692.13512109143,0.471647028388613,1741.384558272
"GADUS MORHUA",1991,1,"All_areas",2279.73608228538,0.453256047669287,1033.30416638573
"GADUS MORHUA",1992,1,"All_areas",3553.33966164764,0.463464963648993,1646.84843711805
"GADUS MORHUA",1993,1,"All_areas",4134.16838980914,0.44630515693134,1845.10067199436
"GADUS MORHUA",1994,1,"All_areas",4061.09866119966,0.450194251334799,1828.28327137554
"GADUS MORHUA",1995,1,"All_areas",4930.74456623509,0.446120066676162,2199.70409465191
"GADUS MORHUA",1996,1,"All_areas",4038.0076698255,0.464118689864304,1874.11482938142
"GADUS MORHUA",1997,1,"All_areas",4700.04645543946,0.432590274660788,2033.19438707702
"GADUS MORHUA",1998,1,"All_areas",3812.70759888081,0.44331059875099,1690.2136885223
"GADUS MORHUA",1999,1,"All_areas",1874.00110372825,0.452551999233282,848.082946057599
"GADUS MORHUA",2000,1,"All_areas",1360.15628381606,0.445623631792265,606.117782999182
"GADUS MORHUA",2001,1,"All_areas",2212.86552865145,0.445533356990285,985.90540754816
"GADUS MORHUA",2002,1,"All_areas",2097.96828151137,0.467054820406917,979.866198940702
"GADUS MORHUA",2003,1,"All_areas",4439.72451523608,0.479777494230886,2130.0799029954
"GADUS MORHUA",2004,1,"All_areas",2140.27318273145,0.439778767772892,941.246702999004
"GADUS MORHUA",2005,1,"All_areas",1942.53868013689,0.437813888428598,850.470412973688
"GADUS MORHUA",2006,1,"All_areas",1752.29007015165,0.447161534845657,783.556717263817
"GADUS MORHUA",2007,1,"All_areas",2358.53590990437,0.439822165883477,1037.3363722081
"GADUS MORHUA",2008,1,"All_areas",1983.2404593152,0.449494196557408,891.455076840031
"GADUS MORHUA",2009,1,"All_areas",1135.07645450292,0.449108650341653,509.772654516394
"GADUS MORHUA",2010,1,"All_areas",2790.94146902362,0.42324224192782,1181.24432443888
"GADUS MORHUA",2011,1,"All_areas",4747.21546314941,0.422819233250569,2007.21400220408
"GADUS MORHUA",2012,1,"All_areas",4272.4613972902,0.44921377010501,1919.24849190485
